"","commongenes"
"2661","FAM53C"
"2662","FAM71E1"
"2663","FAM76A"
"2664","FAM76B"
"2665","FAM78A"
"2666","FAM83A"
"2667","FAM83D"
"2668","FAM83E"
"2669","FAM83F"
"2670","FAM83H"
"2671","FAM86C1P"
"2672","FAM89A"
"2673","FAM89B"
"2674","FAM91A1"
"2675","FAM98A"
"2676","FAM98B"
"2677","FAM98C"
"2678","FAN1"
"2679","FANCE"
"2680","FANCF"
"2681","FANCG"
"2682","FANCI"
"2683","FANCL"
"2684","FANK1"
"2685","FAR1"
"2686","FAR2"
"2687","FARP1"
"2688","FARP2"
"2689","FARS2"
"2690","FARSA"
"2691","FARSB"
"2692","FAS"
"2693","FASN"
"2694","FASTK"
"2695","FASTKD1"
"2696","FASTKD2"
"2697","FASTKD5"
"2698","FAT1"
"2699","FAT4"
"2700","FAU"
"2701","FBL"
"2702","FBLN1"
"2703","FBLN5"
"2704","FBLN7"
"2705","FBN1"
"2706","FBP1"
"2707","FBRS"
"2708","FBXL12"
"2709","FBXL15"
"2710","FBXL2"
"2711","FBXL20"
"2712","FBXL22"
"2713","FBXL6"
"2714","FBXO11"
"2715","FBXO17"
"2716","FBXO2"
"2717","FBXO21"
"2718","FBXO22"
"2719","FBXO28"
"2720","FBXO3"
"2721","FBXO30"
"2722","FBXO31"
"2723","FBXO32"
"2724","FBXO34"
"2725","FBXO38"
"2726","FBXO46"
"2727","FBXO6"
"2728","FBXO7"
"2729","FBXO9"
"2730","FBXW2"
"2731","FBXW4"
"2732","FBXW5"
"2733","FBXW7"
"2734","FBXW8"
"2735","FBXW9"
"2736","FCER1G"
"2737","FCF1"
"2738","FCGR2B"
"2739","FCGR3A"
"2740","FCGRT"
"2741","FCHO1"
"2742","FCHO2"
"2743","FCHSD1"
"2744","FCHSD2"
"2745","FCMR"
"2746","FCN1"
"2747","FCN3"
"2748","FCSK"
"2749","FDFT1"
"2750","FDX1"
"2751","FDX2"
"2752","FECH"
"2753","FEM1A"
"2754","FEM1B"
"2755","FEM1C"
"2756","FEN1"
"2757","FER"
"2758","FERMT1"
"2759","FERMT2"
"2760","FERMT3"
"2761","FES"
"2762","FEZ1"
"2763","FEZ2"
"2764","FGD1"
"2765","FGD2"
"2766","FGD3"
"2767","FGD4"
"2768","FGD5"
"2769","FGF11"
"2770","FGF17"
"2771","FGF18"
"2772","FGFR1OP2"
"2773","FGFR3"
"2774","FGFR4"
"2775","FGL2"
"2776","FGR"
"2777","FH"
"2778","FHDC1"
"2779","FHIT"
"2780","FHL1"
"2781","FHL2"
"2782","FHL3"
"2783","FHOD1"
"2784","FIBP"
"2785","FICD"
"2786","FIG4"
"2787","FIGNL1"
"2788","FILIP1L"
"2789","FIP1L1"
"2790","FIS1"
"2791","FIZ1"
"2792","FJX1"
"2793","FKBP10"
"2794","FKBP11"
"2795","FKBP14"
"2796","FKBP1A"
"2797","FKBP2"
"2798","FKBP3"
"2799","FKBP4"
"2800","FKBP5"
"2801","FKBP8"
"2802","FKBP9"
"2803","FKRP"
"2804","FLAD1"
"2805","FLCN"
"2806","FLII"
"2807","FLNA"
"2808","FLNB"
"2809","FLNC"
"2810","FLOT1"
"2811","FLOT2"
"2812","FLRT2"
"2813","FLVCR1"
"2814","FLVCR2"
"2815","FLYWCH1"
"2816","FLYWCH2"
"2817","FMNL3"
"2818","FMO2"
"2819","FMO4"
"2820","FMOD"
"2821","FNBP1"
"2822","FNBP1L"
"2823","FNDC1"
"2824","FNDC3A"
"2825","FNDC4"
"2826","FNDC5"
"2827","FNTA"
"2828","FNTB"
"2829","FOCAD"
"2830","FOLR1"
"2831","FOLR2"
"2832","FOS"
"2833","FOSB"
"2834","FOSL1"
"2835","FOSL2"
"2836","FOXA3"
"2837","FOXC1"
"2838","FOXH1"
"2839","FOXJ1"
"2840","FOXJ2"
"2841","FOXJ3"
"2842","FOXM1"
"2843","FOXN2"
"2844","FOXO3"
"2845","FOXO4"
"2846","FOXP1"
"2847","FOXP4"
"2848","FOXRED1"
"2849","FOXRED2"
"2850","FPR1"
"2851","FPR3"
"2852","FRAT1"
"2853","FRAT2"
"2854","FRG1"
"2855","FRK"
"2856","FRMD6"
"2857","FRS2"
"2858","FRS3"
"2859","FRY"
"2860","FRYL"
"2861","FRZB"
"2862","FSCN1"
"2863","FST"
"2864","FSTL1"
"2865","FSTL3"
"2866","FTL"
"2867","FUBP1"
"2868","FUBP3"
"2869","FUCA1"
"2870","FUNDC1"
"2871","FURIN"
"2872","FUT2"
"2873","FUT3"
"2874","FUT4"
"2875","FUT6"
"2876","FUZ"
"2877","FXR1"
"2878","FXR2"
"2879","FXYD3"
"2880","FXYD6"
"2881","FYB1"
"2882","FYN"
"2883","FYTTD1"
"2884","FZD1"
"2885","FZD3"
"2886","FZD4"
"2887","FZD5"
"2888","FZD7"
"2889","FZD8"
"2890","FZR1"
"2891","G0S2"
"2892","G2E3"
"2893","G3BP1"
"2894","G3BP2"
"2895","G6PC3"
"2896","G6PD"
"2897","GAA"
"2898","GAB2"
"2899","GABARAP"
"2900","GABARAPL1"
"2901","GABARAPL2"
"2902","GABPB1"
"2903","GABPB2"
"2904","GADD45A"
"2905","GADD45B"
"2906","GADD45G"
"2907","GADD45GIP1"
"2908","GAL3ST2"
"2909","GAL3ST4"
"2910","GALC"
"2911","GALK2"
"2912","GALM"
"2913","GALNS"
"2914","GALNT11"
"2915","GALNT12"
"2916","GALNT3"
"2917","GALNT4"
"2918","GALNT6"
"2919","GALNT7"
"2920","GALNT9"
"2921","GALT"
"2922","GAMT"
"2923","GAN"
"2924","GANC"
"2925","GAPDH"
"2926","GAPVD1"
"2927","GAR1"
"2928","GARRE1"
"2929","GARS1"
"2930","GART"
"2931","GAS1"
"2932","GAS2L1"
"2933","GAS2L3"
"2934","GAS7"
"2935","GAS8"
"2936","GASK1B"
"2937","GATA2"
"2938","GATA6"
"2939","GATAD1"
"2940","GATAD2A"
"2941","GATAD2B"
"2942","GATB"
"2943","GATC"
"2944","GATD1"
"2945","GATD3A"
"2946","GATM"
"2947","GBA"
"2948","GBE1"
"2949","GBF1"
"2950","GBGT1"
"2951","GBP1"
"2952","GBP2"
"2953","GBP3"
"2954","GBP4"
"2955","GBP5"
"2956","GCA"
"2957","GCAT"
"2958","GCC1"
"2959","GCDH"
"2960","GCGR"
"2961","GCH1"
"2962","GCHFR"
"2963","GCLC"
"2964","GCN1"
"2965","GCNT1"
"2966","GCNT3"
"2967","GDAP1"
"2968","GDAP2"
"2969","GDE1"
"2970","GDF15"
"2971","GDI1"
"2972","GDI2"
"2973","GDPD1"
"2974","GDPD5"
"2975","GEM"
"2976","GEMIN2"
"2977","GEMIN4"
"2978","GEMIN5"
"2979","GEMIN6"
"2980","GEMIN8"
"2981","GEN1"
"2982","GFM1"
"2983","GFM2"
"2984","GFOD1"
"2985","GFOD2"
"2986","GFPT1"
"2987","GFPT2"
"2988","GFRA3"
"2989","GFUS"
"2990","GGA1"
"2991","GGA2"
"2992","GGA3"
"2993","GGCT"
"2994","GGCX"
"2995","GGH"
"2996","GGNBP2"
"2997","GGPS1"
"2998","GGT1"
"2999","GGT5"
"3000","GGT6"
"3001","GGT7"
"3002","GHDC"
"3003","GHITM"
"3004","GHR"
"3005","GID4"
"3006","GID8"
"3007","GIGYF1"
"3008","GIGYF2"
"3009","GIMAP1"
"3010","GIMAP4"
"3011","GIMAP7"
"3012","GIMAP8"
"3013","GIN1"
"3014","GINS2"
"3015","GINS3"
"3016","GIPC1"
"3017","GIPC2"
"3018","GIT1"
"3019","GIT2"
"3020","GJA1"
"3021","GJA4"
"3022","GJB2"
"3023","GJB3"
"3024","GJC1"
"3025","GJC2"
"3026","GJD3"
"3027","GK"
"3028","GKAP1"
"3029","GLA"
"3030","GLB1"
"3031","GLB1L2"
"3032","GLCCI1"
"3033","GLDN"
"3034","GLE1"
"3035","GLG1"
"3036","GLI1"
"3037","GLI2"
"3038","GLI3"
"3039","GLIPR1"
"3040","GLIPR2"
"3041","GLMN"
"3042","GLMP"
"3043","GLO1"
"3044","GLOD4"
"3045","GLRX"
"3046","GLRX2"
"3047","GLRX3"
"3048","GLRX5"
"3049","GLS"
"3050","GLT8D1"
"3051","GLT8D2"
"3052","GLTP"
"3053","GLUD1"
"3054","GLUD2"
"3055","GLUL"
"3056","GLYCTK"
"3057","GLYR1"
"3058","GM2A"
"3059","GMCL1"
"3060","GMDS"
"3061","GMEB1"
"3062","GMEB2"
"3063","GMFB"
"3064","GMFG"
"3065","GMIP"
"3066","GMNN"
"3067","GMPPA"
"3068","GMPR"
"3069","GMPR2"
"3070","GNA11"
"3071","GNA12"
"3072","GNA13"
"3073","GNA14"
"3074","GNA15"
"3075","GNAI1"
"3076","GNAI2"
"3077","GNAI3"
"3078","GNAQ"
"3079","GNAS"
"3080","GNB1"
"3081","GNB1L"
"3082","GNB2"
"3083","GNB4"
"3084","GNB5"
"3085","GNG10"
"3086","GNG11"
"3087","GNG12"
"3088","GNG2"
"3089","GNG3"
"3090","GNG5"
"3091","GNG7"
"3092","GNGT2"
"3093","GNL1"
"3094","GNL2"
"3095","GNL3"
"3096","GNL3L"
"3097","GNPAT"
"3098","GNPDA1"
"3099","GNPNAT1"
"3100","GNPTAB"
"3101","GNPTG"
"3102","GNS"
"3103","GOLGA1"
"3104","GOLGA2"
"3105","GOLGA2P10"
"3106","GOLGA2P5"
"3107","GOLGA3"
"3108","GOLGA4"
"3109","GOLGA6L5P"
"3110","GOLGA7"
"3111","GOLGA8A"
"3112","GOLGA8B"
"3113","GOLGB1"
"3114","GOLIM4"
"3115","GOLM1"
"3116","GOLM2"
"3117","GOLPH3"
"3118","GOLPH3L"
"3119","GON4L"
"3120","GON7"
"3121","GOPC"
"3122","GORASP1"
"3123","GORASP2"
"3124","GOSR1"
"3125","GOSR2"
"3126","GOT1"
"3127","GOT2"
"3128","GPA33"
"3129","GPAA1"
"3130","GPALPP1"
"3131","GPANK1"
"3132","GPAT2"
"3133","GPAT3"
"3134","GPAT4"
"3135","GPATCH1"
"3136","GPATCH11"
"3137","GPATCH2"
"3138","GPATCH2L"
"3139","GPATCH3"
"3140","GPATCH4"
"3141","GPATCH8"
"3142","GPBAR1"
"3143","GPBP1"
"3144","GPBP1L1"
"3145","GPC1"
"3146","GPC2"
"3147","GPC4"
"3148","GPC6"
"3149","GPCPD1"
"3150","GPD1L"
"3151","GPHN"
"3152","GPI"
"3153","GPKOW"
"3154","GPN1"
"3155","GPN2"
"3156","GPN3"
"3157","GPNMB"
"3158","GPR107"
"3159","GPR108"
"3160","GPR137"
"3161","GPR137B"
"3162","GPR160"
"3163","GPR176"
"3164","GPR183"
"3165","GPR20"
"3166","GPR35"
"3167","GPR4"
"3168","GPR65"
"3169","GPR68"
"3170","GPR89B"
"3171","GPRASP2"
"3172","GPRC5A"
"3173","GPRC5B"
"3174","GPRC5C"
"3175","GPRIN3"
"3176","GPS1"
"3177","GPS2"
"3178","GPSM2"
"3179","GPSM3"
"3180","GPT"
"3181","GPT2"
"3182","GPX1"
"3183","GPX2"
"3184","GPX3"
"3185","GPX4"
"3186","GPX7"
"3187","GPX8"
"3188","GRAMD1A"
"3189","GRAMD2B"
"3190","GRAMD4"
"3191","GRB10"
"3192","GRB2"
"3193","GREM1"
"3194","GRHL1"
"3195","GRHL2"
"3196","GRHPR"
"3197","GRIK5"
"3198","GRIN2C"
"3199","GRINA"
"3200","GRIPAP1"
"3201","GRK5"
"3202","GRK6"
"3203","GRN"
"3204","GRPEL1"
"3205","GRPEL2"
"3206","GRSF1"
"3207","GRWD1"
"3208","GSAP"
"3209","GSDMB"
"3210","GSDMD"
"3211","GSDME"
"3212","GSE1"
"3213","GSK3B"
"3214","GSKIP"
"3215","GSN"
"3216","GSPT1"
"3217","GSR"
"3218","GSS"
"3219","GSTA4"
"3220","GSTCD"
"3221","GSTK1"
"3222","GSTM1"
"3223","GSTM2"
"3224","GSTM3"
"3225","GSTM4"
"3226","GSTM5"
"3227","GSTO1"
"3228","GSTO2"
"3229","GSTP1"
"3230","GSTT2"
"3231","GSTZ1"
"3232","GTDC1"
"3233","GTF2A1"
"3234","GTF2A2"
"3235","GTF2B"
"3236","GTF2E1"
"3237","GTF2E2"
"3238","GTF2F1"
"3239","GTF2F2"
"3240","GTF2H1"
"3241","GTF2H2"
"3242","GTF2H4"
"3243","GTF2IRD1"
"3244","GTF2IRD2B"
"3245","GTF3C1"
"3246","GTF3C2"
"3247","GTF3C3"
"3248","GTF3C4"
"3249","GTF3C5"
"3250","GTPBP1"
"3251","GTPBP2"
"3252","GTPBP4"
"3253","GTPBP6"
"3254","GTPBP8"
"3255","GTSE1"
"3256","GUCD1"
"3257","GUCY1A1"
"3258","GUCY1B1"
"3259","GUCY2C"
"3260","GUF1"
"3261","GUK1"
"3262","GULP1"
"3263","GUSB"
"3264","GYG2"
"3265","GYPC"
"3266","GYS1"
"3267","GZF1"
"3268","GZMA"
"3269","GZMB"
"3270","GZMH"
"3271","GZMK"
"3272","H1-0"
"3273","H1-10"
"3274","H1-2"
"3275","H1-3"
"3276","H2AC17"
"3277","H2AC18"
"3278","H2AC6"
"3279","H2AC8"
"3280","H2AJ"
"3281","H2AW"
"3282","H2AX"
"3283","H2AZ1"
"3284","H2AZ2"
"3285","H2BC11"
"3286","H2BC12"
"3287","H2BC21"
"3288","H2BC4"
"3289","H2BC5"
"3290","H2BC6"
"3291","H2BC8"
"3292","H2BC9"
"3293","H3-3A"
"3294","H3-3B"
"3295","H3C4"
"3296","H3C8"
"3297","H4C14"
"3298","H4C8"
"3299","H6PD"
"3300","HAAO"
"3301","HABP4"
"3302","HACD1"
"3303","HACD2"
"3304","HACD3"
"3305","HACD4"
"3306","HACE1"
"3307","HACL1"
"3308","HADH"
"3309","HADHA"
"3310","HAGH"
"3311","HAGHL"
"3312","HAPLN3"
"3313","HARS1"
"3314","HARS2"
"3315","HAS1"
"3316","HAS2"
"3317","HAT1"
"3318","HAUS1"
"3319","HAUS2"
"3320","HAUS4"
"3321","HAUS7"
"3322","HAUS8"
"3323","HAVCR2"
"3324","HAX1"
"3325","HBB"
"3326","HBEGF"
"3327","HBS1L"
"3328","HCAR3"
"3329","HCCS"
"3330","HCFC1"
"3331","HCFC1R1"
"3332","HCK"
"3333","HCLS1"
"3334","HCN3"
"3335","HCP5"
"3336","HCST"
"3337","HDAC1"
"3338","HDAC11"
"3339","HDAC2"
"3340","HDAC3"
"3341","HDAC4"
"3342","HDAC5"
"3343","HDAC6"
"3344","HDAC7"
"3345","HDAC8"
"3346","HDC"
"3347","HDDC2"
"3348","HDDC3"
"3349","HDGF"
"3350","HDGFL2"
"3351","HDGFL3"
"3352","HDHD2"
"3353","HDHD3"
"3354","HDHD5"
"3355","HDLBP"
"3356","HEATR1"
"3357","HEATR3"
"3358","HEATR5B"
"3359","HEATR6"
"3360","HEBP1"
"3361","HEBP2"
"3362","HECA"
"3363","HECTD1"
"3364","HECTD3"
"3365","HELLS"
"3366","HELQ"
"3367","HELZ"
"3368","HELZ2"
"3369","HEMK1"
"3370","HENMT1"
"3371","HERC2"
"3372","HERC4"
"3373","HERC5"
"3374","HERPUD1"
"3375","HERPUD2"
"3376","HES1"
"3377","HES4"
"3378","HES6"
"3379","HEXA"
"3380","HEXB"
"3381","HEXD"
"3382","HEXIM2"
"3383","HEY1"
"3384","HEY2"
"3385","HEYL"
"3386","HGD"
"3387","HGS"
"3388","HHAT"
"3389","HHEX"
"3390","HIBADH"
"3391","HIBCH"
"3392","HIC2"
"3393","HID1"
"3394","HIF1A"
"3395","HIF1AN"
"3396","HIGD1A"
"3397","HIGD2A"
"3398","HILPDA"
"3399","HINFP"
"3400","HINT1"
"3401","HINT2"
"3402","HIP1"
"3403","HIP1R"
"3404","HIPK1"
"3405","HIPK2"
"3406","HIPK3"
"3407","HIRIP3"
"3408","HIVEP1"
"3409","HIVEP2"
"3410","HIVEP3"
"3411","HJURP"
"3412","HK2"
"3413","HKDC1"
"3414","HLA-A"
"3415","HLA-C"
"3416","HLA-DMA"
"3417","HLA-DMB"
"3418","HLA-DOA"
"3419","HLA-DPA1"
"3420","HLA-DPB1"
"3421","HLA-DQA1"
"3422","HLA-DQA2"
"3423","HLA-DQB1"
"3424","HLA-DQB2"
"3425","HLA-DRA"
"3426","HLA-DRB1"
"3427","HLA-E"
"3428","HLA-F"
"3429","HLA-G"
"3430","HLTF"
"3431","HLX"
"3432","HM13"
"3433","HMBOX1"
"3434","HMBS"
"3435","HMG20A"
"3436","HMG20B"
"3437","HMGB1"
"3438","HMGB2"
"3439","HMGB3"
"3440","HMGCL"
"3441","HMGCR"
"3442","HMGCS1"
"3443","HMGN1"
"3444","HMGN2"
"3445","HMGN3"
"3446","HMGN4"
"3447","HMGXB4"
"3448","HMOX1"
"3449","HNMT"
"3450","HNRNPA0"
"3451","HNRNPA1"
"3452","HNRNPA2B1"
"3453","HNRNPA3"
"3454","HNRNPAB"
"3455","HNRNPC"
"3456","HNRNPD"
"3457","HNRNPDL"
"3458","HNRNPF"
"3459","HNRNPH1"
"3460","HNRNPH2"
"3461","HNRNPH3"
"3462","HNRNPK"
"3463","HNRNPL"
"3464","HNRNPLL"
"3465","HNRNPM"
"3466","HNRNPR"
"3467","HNRNPU"
"3468","HNRNPUL1"
"3469","HOMER3"
"3470","HOOK1"
"3471","HOOK2"
"3472","HOOK3"
"3473","HOPX"
"3474","HOXA13"
"3475","HOXA2"
"3476","HOXA4"
"3477","HOXA5"
"3478","HOXA6"
"3479","HOXA7"
"3480","HOXB2"
"3481","HOXB3"
"3482","HOXB4"
"3483","HOXB5"
"3484","HOXB7"
"3485","HOXC4"
"3486","HOXC6"
"3487","HP1BP3"
"3488","HPDL"
"3489","HPF1"
"3490","HPRT1"
"3491","HPS1"
"3492","HPS3"
"3493","HPS5"
"3494","HPS6"
"3495","HR"
"3496","HRAS"
"3497","HROB"
"3498","HS1BP3"
"3499","HS2ST1"
"3500","HS3ST1"
"3501","HS3ST3A1"
"3502","HS6ST1"
"3503","HSBP1"
"3504","HSCB"
"3505","HSD11B1L"
"3506","HSD11B2"
"3507","HSD17B10"
"3508","HSD17B11"
"3509","HSD17B12"
"3510","HSD17B14"
"3511","HSD17B4"
"3512","HSD17B6"
"3513","HSD17B8"
"3514","HSD3B7"
"3515","HSDL1"
"3516","HSDL2"
"3517","HSF1"
"3518","HSF4"
"3519","HSH2D"
"3520","HSP90AA1"
"3521","HSP90AB1"
"3522","HSP90B1"
"3523","HSPA12B"
"3524","HSPA14"
"3525","HSPA1A"
"3526","HSPA1B"
"3527","HSPA1L"
"3528","HSPA2"
"3529","HSPA4"
"3530","HSPA4L"
"3531","HSPA5"
"3532","HSPA8"
"3533","HSPA9"
"3534","HSPB1"
"3535","HSPB11"
"3536","HSPB2"
"3537","HSPBAP1"
"3538","HSPBP1"
"3539","HSPD1"
"3540","HSPE1"
"3541","HSPG2"
"3542","HSPH1"
"3543","HTATIP2"
"3544","HTRA1"
"3545","HTRA2"
"3546","HUWE1"
"3547","HVCN1"
"3548","HYAL3"
"3549","HYI"
"3550","HYLS1"
"3551","HYOU1"
"3552","HYPK"
"3553","IARS2"
"3554","IBA57"
"3555","IBTK"
"3556","ICA1"
"3557","ICAM2"
"3558","ICAM3"
"3559","ICE2"
"3560","ICMT"
"3561","ICOS"
"3562","ICOSLG"
"3563","ID1"
"3564","ID2"
"3565","ID3"
"3566","ID4"
"3567","IDE"
"3568","IDH1"
"3569","IDH2"
"3570","IDH3A"
"3571","IDH3B"
"3572","IDI1"
"3573","IDNK"
"3574","IDS"
"3575","IER2"
"3576","IER3"
"3577","IER3IP1"
"3578","IER5"
"3579","IER5L"
"3580","IFI16"
"3581","IFI27"
"3582","IFI27L2"
"3583","IFI30"
"3584","IFI35"
"3585","IFI44"
"3586","IFI44L"
"3587","IFI6"
"3588","IFIH1"
"3589","IFIT1"
"3590","IFIT2"
"3591","IFIT3"
"3592","IFITM1"
"3593","IFITM2"
"3594","IFITM3"
"3595","IFNAR1"
"3596","IFNAR2"
"3597","IFNGR1"
"3598","IFNGR2"
"3599","IFNLR1"
"3600","IFRD1"
"3601","IFRD2"
"3602","IFT172"
"3603","IFT43"
"3604","IFT46"
"3605","IFT52"
"3606","IFT57"
"3607","IFT74"
"3608","IFT81"
"3609","IFT88"
"3610","IFTAP"
"3611","IGBP1"
"3612","IGDCC4"
"3613","IGF1"
"3614","IGF1R"
"3615","IGF2"
"3616","IGF2BP2"
"3617","IGF2BP3"
"3618","IGF2R"
"3619","IGFBP2"
"3620","IGFBP3"
"3621","IGFBP4"
"3622","IGFBP5"
"3623","IGFBP6"
"3624","IGFBP7"
"3625","IGFLR1"
"3626","IGHMBP2"
"3627","IGIP"
"3628","IGSF3"
"3629","IGSF6"
"3630","IGSF8"
"3631","IGSF9"
"3632","IHH"
"3633","IK"
"3634","IKBIP"
"3635","IKBKB"
"3636","IKBKE"
"3637","IKBKG"
"3638","IKZF3"
"3639","IKZF4"
"3640","IKZF5"
"3641","IL10RA"
"3642","IL10RB"
"3643","IL13RA1"
"3644","IL15"
"3645","IL15RA"
"3646","IL16"
"3647","IL17C"
"3648","IL17D"
"3649","IL17RA"
"3650","IL17RC"
"3651","IL18"
"3652","IL18BP"
"3653","IL18R1"
"3654","IL18RAP"
"3655","IL1B"
"3656","IL1R1"
"3657","IL27RA"
"3658","IL2RA"
"3659","IL2RB"
"3660","IL2RG"
"3661","IL32"
"3662","IL34"
"3663","IL3RA"
"3664","IL4I1"
"3665","IL4R"
"3666","IL6"
"3667","IL6R"
"3668","IL7R"
"3669","ILF2"
"3670","ILF3"
"3671","ILKAP"
"3672","ILRUN"
"3673","ILVBL"
"3674","IMMP2L"
"3675","IMMT"
"3676","IMP3"
"3677","IMP4"
"3678","IMPA1"
"3679","IMPA2"
"3680","IMPDH1"
"3681","IMPDH2"
"3682","INAVA"
"3683","INCENP"
"3684","INF2"
"3685","ING1"
"3686","ING2"
"3687","ING4"
"3688","INHBA"
"3689","INHBB"
"3690","INIP"
"3691","INKA1"
"3692","INKA2"
"3693","INMT"
"3694","INO80"
"3695","INO80B"
"3696","INO80C"
"3697","INO80D"
"3698","INO80E"
"3699","INPP1"
"3700","INPP4A"
"3701","INPP4B"
"3702","INPP5A"
"3703","INPP5B"
"3704","INPP5D"
"3705","INPP5E"
"3706","INPPL1"
"3707","INSIG1"
"3708","INTS1"
"3709","INTS10"
"3710","INTS11"
"3711","INTS12"
"3712","INTS13"
"3713","INTS3"
"3714","INTS5"
"3715","INTS6"
"3716","INTS7"
"3717","INTS8"
"3718","INTS9"
"3719","INTU"
"3720","IP6K1"
"3721","IP6K2"
"3722","IPCEF1"
"3723","IPO11"
"3724","IPO13"
"3725","IPO4"
"3726","IPO7"
"3727","IPO8"
"3728","IPO9"
"3729","IPP"
"3730","IQCB1"
"3731","IQCC"
"3732","IQCD"
"3733","IQCE"
"3734","IQCK"
"3735","IQGAP1"
"3736","IQGAP2"
"3737","IQSEC1"
"3738","IQSEC2"
"3739","IRAG1"
"3740","IRAK1"
"3741","IRAK1BP1"
"3742","IRAK3"
"3743","IRAK4"
"3744","IREB2"
"3745","IRF1"
"3746","IRF1-AS1"
"3747","IRF2"
"3748","IRF2BP1"
"3749","IRF2BP2"
"3750","IRF2BPL"
"3751","IRF3"
"3752","IRF5"
"3753","IRF6"
"3754","IRF7"
"3755","IRF8"
"3756","IRF9"
"3757","IRS1"
"3758","IRX3"
"3759","ISCA1"
"3760","ISCA2"
"3761","ISCU"
"3762","ISG15"
"3763","ISG20"
"3764","ISG20L2"
"3765","ISLR"
"3766","ISOC1"
"3767","ISOC2"
"3768","IST1"
"3769","ISY1"
"3770","ITCH"
"3771","ITFG1"
"3772","ITFG2"
"3773","ITGA1"
"3774","ITGA10"
"3775","ITGA2"
"3776","ITGA3"
"3777","ITGA5"
"3778","ITGA6"
"3779","ITGA7"
"3780","ITGA8"
"3781","ITGAE"
"3782","ITGAL"
"3783","ITGAV"
"3784","ITGAX"
"3785","ITGB1"
"3786","ITGB1BP1"
"3787","ITGB1BP2"
"3788","ITGB2"
"3789","ITGB5"
"3790","ITGB6"
"3791","ITGB7"
"3792","ITGBL1"
"3793","ITK"
"3794","ITLN1"
"3795","ITM2A"
"3796","ITM2B"
"3797","ITM2C"
"3798","ITPA"
"3799","ITPK1"
"3800","ITPKA"
"3801","ITPR1"
"3802","ITPR2"
"3803","ITPR3"
"3804","ITPRID2"
"3805","ITPRIP"
"3806","ITPRIPL2"
"3807","IVD"
"3808","IVNS1ABP"
"3809","IWS1"
"3810","JADE1"
"3811","JADE2"
"3812","JADE3"
"3813","JAG1"
"3814","JAK1"
"3815","JAK2"
"3816","JAM2"
"3817","JAM3"
"3818","JAML"
"3819","JARID2"
"3820","JCHAIN"
"3821","JMJD1C"
"3822","JMJD4"
"3823","JMJD7-PLA2G4B"
"3824","JMJD8"
"3825","JMY"
"3826","JOSD1"
"3827","JOSD2"
"3828","JPH1"
"3829","JPT1"
"3830","JPT2"
"3831","JRK"
"3832","JRKL"
"3833","JSRP1"
"3834","JTB"
"3835","JUN"
"3836","JUNB"
"3837","JUND"
"3838","JUP"
"3839","KANK2"
"3840","KANK3"
"3841","KANK4"
"3842","KANSL1"
"3843","KANSL2"
"3844","KANSL3"
"3845","KARS1"
"3846","KAT14"
"3847","KAT2A"
"3848","KAT5"
"3849","KAT6A"
"3850","KAT6B"
"3851","KAT8"
"3852","KATNA1"
"3853","KATNAL1"
"3854","KATNB1"
"3855","KATNBL1"
"3856","KATNIP"
"3857","KAZALD1"
"3858","KBTBD11"
"3859","KBTBD2"
"3860","KBTBD3"
"3861","KBTBD7"
"3862","KBTBD8"
"3863","KCMF1"
"3864","KCNAB2"
"3865","KCNAB3"
"3866","KCNC4"
"3867","KCND3"
"3868","KCNE2"
"3869","KCNE3"
"3870","KCNE4"
"3871","KCNH2"
"3872","KCNH3"
"3873","KCNJ8"
"3874","KCNK1"
"3875","KCNK17"
"3876","KCNK5"
"3877","KCNK6"
"3878","KCNMB3"
"3879","KCNMB4"
"3880","KCNN1"
"3881","KCNN3"
"3882","KCNN4"
"3883","KCNQ4"
"3884","KCNS3"
"3885","KCTD1"
"3886","KCTD10"
"3887","KCTD11"
"3888","KCTD12"
"3889","KCTD13"
"3890","KCTD14"
"3891","KCTD15"
"3892","KCTD17"
"3893","KCTD18"
"3894","KCTD2"
"3895","KCTD20"
"3896","KCTD21"
"3897","KCTD3"
"3898","KCTD5"
"3899","KCTD6"
"3900","KCTD7"
"3901","KCTD9"
"3902","KDELR1"
"3903","KDELR2"
"3904","KDELR3"
"3905","KDM1A"
"3906","KDM2B"
"3907","KDM3B"
"3908","KDM4A"
"3909","KDM4C"
"3910","KDM5B"
"3911","KDM5C"
"3912","KDM5D"
"3913","KDM6A"
"3914","KDR"
"3915","KDSR"
"3916","KHDRBS1"
"3917","KHDRBS3"
"3918","KHK"
"3919","KHNYN"
"3920","KHSRP"
"3921","KIAA0100"
"3922","KIAA0319L"
"3923","KIAA0513"
"3924","KIAA0586"
"3925","KIAA0753"
"3926","KIAA1143"
"3927","KIAA1191"
"3928","KIAA1217"
"3929","KIAA1522"
"3930","KIAA1958"
"3931","KIAA2013"
"3932","KIAA2026"
"3933","KIDINS220"
"3934","KIF11"
"3935","KIF13B"
"3936","KIF14"
"3937","KIF15"
"3938","KIF17"
"3939","KIF18B"
"3940","KIF1B"
"3941","KIF1C"
"3942","KIF20A"
"3943","KIF21A"
"3944","KIF2A"
"3945","KIF2C"
"3946","KIF3B"
"3947","KIF4A"
"3948","KIF5B"
"3949","KIF7"
"3950","KIF9"
"3951","KIFAP3"
"3952","KIFC1"
"3953","KIFC2"
"3954","KIRREL1"
"3955","KIT"
