"","commongenes"
"9097","ZNF25"
"9098","ZNF26"
"9099","ZNF260"
"9100","ZNF263"
"9101","ZNF264"
"9102","ZNF266"
"9103","ZNF268"
"9104","ZNF271P"
"9105","ZNF274"
"9106","ZNF276"
"9107","ZNF277"
"9108","ZNF280D"
"9109","ZNF286A"
"9110","ZNF30"
"9111","ZNF302"
"9112","ZNF317"
"9113","ZNF319"
"9114","ZNF32"
"9115","ZNF320"
"9116","ZNF322"
"9117","ZNF324"
"9118","ZNF324B"
"9119","ZNF326"
"9120","ZNF330"
"9121","ZNF331"
"9122","ZNF335"
"9123","ZNF337"
"9124","ZNF33A"
"9125","ZNF33B"
"9126","ZNF34"
"9127","ZNF343"
"9128","ZNF346"
"9129","ZNF35"
"9130","ZNF354B"
"9131","ZNF358"
"9132","ZNF362"
"9133","ZNF37A"
"9134","ZNF383"
"9135","ZNF385A"
"9136","ZNF394"
"9137","ZNF395"
"9138","ZNF398"
"9139","ZNF404"
"9140","ZNF408"
"9141","ZNF410"
"9142","ZNF419"
"9143","ZNF420"
"9144","ZNF426"
"9145","ZNF428"
"9146","ZNF430"
"9147","ZNF432"
"9148","ZNF436"
"9149","ZNF438"
"9150","ZNF444"
"9151","ZNF446"
"9152","ZNF45"
"9153","ZNF451"
"9154","ZNF462"
"9155","ZNF467"
"9156","ZNF473"
"9157","ZNF493"
"9158","ZNF500"
"9159","ZNF502"
"9160","ZNF503"
"9161","ZNF507"
"9162","ZNF511"
"9163","ZNF512"
"9164","ZNF512B"
"9165","ZNF513"
"9166","ZNF514"
"9167","ZNF518A"
"9168","ZNF521"
"9169","ZNF524"
"9170","ZNF526"
"9171","ZNF529"
"9172","ZNF532"
"9173","ZNF548"
"9174","ZNF559"
"9175","ZNF561"
"9176","ZNF562"
"9177","ZNF564"
"9178","ZNF565"
"9179","ZNF570"
"9180","ZNF573"
"9181","ZNF574"
"9182","ZNF576"
"9183","ZNF579"
"9184","ZNF580"
"9185","ZNF581"
"9186","ZNF585A"
"9187","ZNF592"
"9188","ZNF593"
"9189","ZNF597"
"9190","ZNF600"
"9191","ZNF606"
"9192","ZNF608"
"9193","ZNF609"
"9194","ZNF614"
"9195","ZNF615"
"9196","ZNF618"
"9197","ZNF621"
"9198","ZNF622"
"9199","ZNF623"
"9200","ZNF626"
"9201","ZNF627"
"9202","ZNF628"
"9203","ZNF629"
"9204","ZNF630"
"9205","ZNF641"
"9206","ZNF646"
"9207","ZNF652"
"9208","ZNF654"
"9209","ZNF658"
"9210","ZNF664"
"9211","ZNF669"
"9212","ZNF671"
"9213","ZNF672"
"9214","ZNF680"
"9215","ZNF683"
"9216","ZNF687"
"9217","ZNF689"
"9218","ZNF691"
"9219","ZNF692"
"9220","ZNF696"
"9221","ZNF70"
"9222","ZNF700"
"9223","ZNF701"
"9224","ZNF706"
"9225","ZNF707"
"9226","ZNF708"
"9227","ZNF721"
"9228","ZNF74"
"9229","ZNF746"
"9230","ZNF747"
"9231","ZNF75A"
"9232","ZNF76"
"9233","ZNF764"
"9234","ZNF765"
"9235","ZNF766"
"9236","ZNF767P"
"9237","ZNF768"
"9238","ZNF770"
"9239","ZNF776"
"9240","ZNF777"
"9241","ZNF784"
"9242","ZNF786"
"9243","ZNF789"
"9244","ZNF79"
"9245","ZNF792"
"9246","ZNF793"
"9247","ZNF805"
"9248","ZNF813"
"9249","ZNF816"
"9250","ZNF821"
"9251","ZNF823"
"9252","ZNF827"
"9253","ZNF83"
"9254","ZNF830"
"9255","ZNF839"
"9256","ZNF85"
"9257","ZNF91"
"9258","ZNF93"
"9259","ZNHIT1"
"9260","ZNHIT6"
"9261","ZNRD2"
"9262","ZNRF2"
"9263","ZP3"
"9264","ZPR1"
"9265","ZRANB1"
"9266","ZRANB2"
"9267","ZRSR2"
"9268","ZSCAN16"
"9269","ZSCAN18"
"9270","ZSCAN2"
"9271","ZSCAN29"
"9272","ZSCAN31"
"9273","ZSCAN32"
"9274","ZSWIM1"
"9275","ZSWIM8"
"9276","ZW10"
"9277","ZWILCH"
"9278","ZWINT"
"9279","ZXDA"
"9280","ZXDC"
"9281","ZYG11B"
"9282","ZYX"
"9283","ZZEF1"
"9284","ZZZ3"
